nome,categoria,indirizzo,cap,comune,provincia,telefono,sito_web,lat,lon,osm_id
,Panetteria,,,,,,,40.9140628,14.7927616,node/1962597209
,Panetteria,,,,,,,43.8246976,11.4869839,node/1963211723
,Panetteria,,,,,,,44.8128531,10.3310733,node/1969073984
,Panetteria,,,,,,,44.8163774,10.331071,node/1969443877
,Panetteria,,,,,,,45.3320525,7.7235595,node/1975052993
,Panetteria,,,,,,,44.7625205,8.7852318,node/1976625802
,Panetteria,,,,,,,43.8879797,10.6962998,node/1985477143
,Panetteria,,,,,,,43.8994857,10.6923219,node/1985513112
,Panetteria,,,,,,,43.8898868,10.6877622,node/1985614349
,Panetteria,,,,,,,42.4182276,11.8709737,node/1988100372
,Panetteria,,,,,,,45.6995877,9.0772563,node/1988348678
,Panetteria,,,,,,,41.8707328,12.8213687,node/1993574780
,Panetteria,,,,,,,45.7395129,9.3019924,node/1995143149
,Panetteria,,,,,,,43.8960413,10.3189192,node/1997792800
,Panetteria,,,,,,,43.89746,10.3196137,node/1997884018
,Panetteria,,,,,,,44.6876463,10.0117764,node/2000568420
,Panetteria,,,,,,,45.4021943,11.8645692,node/2004880931
,Panetteria,,,,,,,45.5813706,12.3710274,node/2012486881
,Panetteria,,,,,,,45.5807888,12.3692463,node/2012486901
,Panetteria,,,,,,,45.6592208,9.7226531,node/2015844121
,Panetteria,,,,,,,45.6541523,9.7232918,node/2031880233
,Panetteria,,,,,,,44.4176372,8.8665204,node/2032516376
,Panetteria,,,,,,,45.3048873,7.7458391,node/2035466942
,Panetteria,,,,,,,44.7315018,10.6979869,node/2035478645
,Panetteria,,,,,,,45.4339163,11.0197078,node/2035718400
,Panetteria,,,,,,,45.7794128,8.7017656,node/2039613228
,Panetteria,,,,,,,39.4127857,16.8195219,node/2056853668
,Panetteria,,,,,,,39.4134302,16.8274719,node/2056855941
,Panetteria,,,,,,,39.408925,16.8270642,node/2056956069
,Panetteria,,,,,,,43.8350216,10.5704905,node/2063450349
,Panetteria,,,,,,,45.8048086,8.6719519,node/2075330566
,Panetteria,,,,,,,45.7477899,9.6150003,node/2086425265
,Panetteria,,,,,,,45.741598,9.614834,node/2086433423
,Panetteria,,,,,,,45.1149879,7.4130251,node/2086981438
,Panetteria,,,,,,,44.886833,7.2705494,node/2091981526
,Panetteria,,,,,,,40.0081123,9.2248839,node/2092744772
,Panetteria,,,,,,,42.952897,12.6989908,node/2094620667
,Panetteria,,,,,,,45.0831741,7.6790143,node/2097363625
,Panetteria,,,,,,,41.0664446,14.3381342,node/2114608327
,Panetteria,Piazza Giuseppe Mazzini 2,34078,,,,,45.8754837,13.4849774,node/2133797287
,Panetteria,,,,,,,44.0596692,10.0020649,node/2135865224
,Panetteria,,,,,,,46.0940917,13.369133,node/2136185082
,Panetteria,,,,,,,45.8770756,8.4099208,node/2136509034
,Panetteria,Via Caltagirone 7,,,,,,41.8872237,12.5193155,node/2147125784
,Panetteria,,,,,,,44.7774831,10.3437556,node/2157999115
,Panetteria,,,,,,,45.7803935,12.1257908,node/2161231677
,Panetteria,,,,,,,39.1603767,8.6130716,node/2162932712
,Panetteria,,,,,,,42.6907109,11.8163814,node/2171235254
,Panetteria,,,,,,,45.7819887,8.6907206,node/2178219159
,Panetteria,,,,,,,46.474849,11.7439886,node/2184361172
,Panetteria,,,,,,,37.9683579,12.074109,node/2184611572
,Panetteria,,,,,,,44.9398461,11.5471135,node/2184655855
,Panetteria,,,,,,,43.4659689,11.8744533,node/2186981738
,Panetteria,,,,,,,43.4697065,11.8687536,node/2187010115
,Panetteria,,,,,,,41.9632496,12.7547163,node/2192754946
,Panetteria,,,,,,,43.3450189,13.5681164,node/2195090092
,Panetteria,,,,,,,44.9374803,11.5447359,node/2201776620
,Panetteria,,,,,,,42.0695713,12.7657243,node/2211230592
,Panetteria,,,,,,,45.6367106,9.9330922,node/2229050553
,Panetteria,,,,,,,42.80457,10.1986978,node/2236783582
,Panetteria,,,,,,,40.732378,15.8057701,node/2246436387
,Panetteria,,,,,,,43.3281831,12.744285,node/2247995351
,Panetteria,,36050,,,,,45.648708,11.6788601,node/2256109830
,Panetteria,,,,,,,44.7873921,10.3353479,node/2258311103
,Panetteria,,,,,,,40.643764,15.8263624,node/2260402138
,Panetteria,,,,,,,38.0169612,14.1626323,node/2264288532
,Panetteria,,,,,,,40.6234844,15.790762,node/2264415979
,Panetteria,,,,,,,43.7480801,11.1806151,node/2266761059
,Panetteria,,,,,,,43.1099127,12.4478207,node/2270467530
,Panetteria,,,,,,,45.3567652,10.9432626,node/2273133431
,Panetteria,,,,,,,46.0964999,12.1729284,node/2274760222
,Panetteria,,,,,,,45.5301437,8.9924114,node/2280592828
,Panetteria,,,,,,,44.5407365,10.7810878,node/2284639945
,Panetteria,,,,,,,44.542642,10.7819949,node/2284639996
,Panetteria,,,,,,,45.3604462,9.609534,node/2286061614
,Panetteria,,,,,,,43.0850624,12.4829896,node/2288877037
,Panetteria,,,,,,,45.4411165,11.021717,node/2290837980
,Panetteria,,,,,,,46.8155132,11.7347682,node/2294713133
,Panetteria,,,,,,,43.06662,12.5398303,node/2296841603
,Panetteria,,,,,,,40.6647098,15.106703,node/2297364623
,Panetteria,,,,,,,40.6664005,15.1068854,node/2297364638
,Panetteria,,,,,,,43.0634954,12.5531274,node/2302344753
,Panetteria,,,,,,,44.6601732,8.5852525,node/2303714039
,Panetteria,,,,,,,41.6962893,12.6491942,node/2304291210
,Panetteria,,,,,,,43.0672676,12.5495974,node/2304893827
,Panetteria,,,,,,,43.0713156,12.5502222,node/2305004545
,Panetteria,,,,,,,41.7000256,12.6530955,node/2307445740
,Panetteria,,,,,,,41.6841205,12.6514375,node/2309741017
,Panetteria,,,,,,,41.6858579,12.6491847,node/2313363159
,Panetteria,,,,,,,44.3951525,8.9515435,node/2319752906
,Panetteria,,,,,,,43.8579954,10.5024358,node/2324925048
,Panetteria,,,,,,,42.3603069,12.4819339,node/2327544960
,Panetteria,,,,,,,45.0271469,6.8586021,node/2345283565
,Panetteria,,,,,,,45.7176927,12.2817031,node/2347911816
,Panetteria,,,,,,,45.7209567,12.2915307,node/2347928332
,Panetteria,,,,,,,45.7343273,12.2654462,node/2348024464
,Panetteria,,,,,,,45.7062987,12.2474178,node/2348427716
,Panetteria,,,,,,,45.7073634,12.2466932,node/2348438983
,Panetteria,,,,,,,45.6861341,12.2550209,node/2349395308
,Panetteria,,,,,,,45.9196219,12.8678438,node/2355807924
,Panetteria,Via Roma 22,,,,,,43.978844,11.7799402,node/2357197873
,Panetteria,,,,,,,45.6611608,8.683679,node/2357666973
,Panetteria,,,,,,,45.9142903,12.8561592,node/2358786036
,Panetteria,,,,,,,45.5713353,9.1481245,node/2364710843
,Panetteria,,,,,,,45.4337545,9.1643316,node/2364821187
,Panetteria,,,,,,,44.7824298,9.1490562,node/2364851393
,Panetteria,,,,,,,43.0647496,12.3024372,node/2365511402
,Panetteria,,,,,,,45.6971175,8.6562441,node/2365738746
,Panetteria,,,,,,,39.0740941,17.127652,node/2370326468
,Panetteria,,,,,,,45.394237,9.2447419,node/2373278885
,Panetteria,,,,,,,44.8138994,10.3312735,node/2374251046
,Panetteria,,,,,,,39.6984884,9.5767332,node/2378815146
,Panetteria,,,,,,,41.9391925,12.5782385,node/2384413549
,Panetteria,,,,,,,44.886752,8.0763353,node/2392127867
,Panetteria,,,,,,,45.8633344,11.3993561,node/2394155976
,Panetteria,Via Monte Grappa 7,,,,+39 080 8910264,,40.8883144,16.9464852,node/2394162061
,Panetteria,,,,,,,45.5801823,10.9642442,node/2406152088
,Panetteria,,,,,,,45.9682623,12.6733703,node/2411891903
,Panetteria,,,,,,,45.9706457,12.6794058,node/2411897476
,Panetteria,,,,,,,42.9792093,10.6827977,node/2420799659
,Panetteria,,,,,,,45.1833809,8.4024998,node/2421331882
,Panetteria,,,,,,,44.359669,8.5785032,node/2423889410
,Panetteria,,,,,,,44.3599438,8.5795277,node/2423889419
,Panetteria,,,,,,,44.3599642,8.5796726,node/2423889420
,Panetteria,,,,,,,43.7197841,10.4112499,node/2426898273
,Panetteria,,,,,,,45.1385311,10.0301721,node/2427202796
,Panetteria,,,,,,,44.57225,11.7944382,node/2427781402
,Panetteria,,,,,,,40.891579,14.0858017,node/2428857951
,Panetteria,,,,,,,44.2622072,11.4836897,node/2429247873
,Panetteria,,,,,,,44.4884341,8.1425426,node/2431954422
,Panetteria,,,,,,,44.4499876,8.3122438,node/2434979655
,Panetteria,,,,,,,45.2562935,10.2942834,node/2437296418
,Panetteria,,,,,,,39.2031654,8.3821683,node/2438678604
,Panetteria,,,,,,,44.2421359,7.3981976,node/2444143174
,Panetteria,,,,,,,44.2406923,7.3975733,node/2444143197
,Panetteria,,,,,,,45.4561909,10.114943,node/2449483972
,Panetteria,,,,,,,44.2722356,9.3982611,node/2460529493
,Panetteria,,,,,,,43.0618614,12.3056095,node/2479937046
,Panetteria,,,,,,,45.477047,9.192085,node/2485511125
,Panetteria,,,,,,,46.0436423,8.7381256,node/2486202082
,Panetteria,,,,,,,41.2133519,9.403773,node/2487592971
,Panetteria,,,,,,,43.7805811,12.4957625,node/2489195710
